iscnPrefix,classTitle,classDescription,author,imageUrl,catalogId,mintCount,listCount,editionTitleEn,editionTitleZh,editionDescriptionEn,editionDescriptionZh,editionPriceUSD,classId
iscn://likecoin-chain/j5qeb7O4h0qJIr-RE0-fZl7uNTiE3rpfRTni-4wisRc,Aladdin O'Brien,,"""Morris, Gouverneur, 1876-1953""",https://www.gutenberg.org/cache/epub/5172/pg5172.cover.medium.jpg,5172,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1w0wh2ukuejgqe2ws6jkt9wwguew8u5lmewgzwjm45vddu939dles4yt7r4
iscn://likecoin-chain/g5omYfw1Ki1ZR4Q8OuWHxhhouC9eUaYcTGxuvepc-tk,Albania A narrative of recent travel,,"""Bayne, Samuel G. (Samuel Gamble), 1844-1924""",https://www.gutenberg.org/cache/epub/22115/pg22115.cover.medium.jpg,22115,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft13v22r93vz6x4xt9hgvaehea55gwu8skmlsga3r7cj7sz75c8sy7sjecjmv
iscn://likecoin-chain/nn1GoY71REdRjAYgiIUHZL3z7iuTGklzLGIkxz2uuvo,Alcatraz,,"""Brand, Max, 1892-1944""",https://www.gutenberg.org/cache/epub/11195/pg11195.cover.medium.jpg,11195,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1yhwj5eqghwdejqfl6egndzs7uwghn98fpxhffx4xun59setjh6asdtm47u
iscn://likecoin-chain/YJmamu5DKZOJ_QrYNmk79piZ63PYX3d4jn9urO2DJyI,Alcibiades II,,"""Plato (spurious and doubtful works), 427? BCE-347? BCE""",https://www.gutenberg.org/cache/epub/1677/pg1677.cover.medium.jpg,1677,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1aw5r3j4wej424mvjghkf9dndthkywdpuxfp20ae3s9xalm4sfsus2vsxzc
iscn://likecoin-chain/NSR3bFwz3H1uUx5p4SjNqZc94M4nrOGtXPoJKYRaRYc,Alcyone,,"""Lampman, Archibald, 1861-1899""",https://www.gutenberg.org/cache/epub/22833/pg22833.cover.medium.jpg,22833,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft12vg59pallc4mhuchmgggwclcycv0wn9c5h3s7nqs3zhvwv0xxukqcw5ccc
iscn://likecoin-chain/00jXwpDbUiYFXiILIX4I5FGAGAgS7iHh-iNR96RMdyM,Alexander's Bridge,,"""Cather, Willa, 1873-1947""",https://www.gutenberg.org/cache/epub/22348/pg22348.cover.medium.jpg,22348,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1tf8ghrgtvv3yfgztrh7dpa3jdhw49fhwrxxknfu34y43vk93pefqrvx5ff
iscn://likecoin-chain/RCX9iGbTuMVVdNhVTbEP_B77yY_TV6B5BOS-gu3BZWc,"Alfred Russel Wallace: Letters and Reminiscences, Vol. 2",,"""Marchant, James, Sir, 1867-1956"",""Wallace, Alfred Russel, 1823-1913""",https://www.gutenberg.org/cache/epub/15998/pg15998.cover.medium.jpg,15998,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1y2m0hctzmjtyymhnv5yprmf5q0vjqyn5jee2zdzanfnkp8hjytqq37y4ch
iscn://likecoin-chain/-OdtH3TFmh2GPCJ6rFb8j6Q93VhZWjUlQb1rZryNR3g,Algonquin Indian Tales,,"""Young, Egerton Ryerson, 1840-1909""",https://www.gutenberg.org/cache/epub/10891/pg10891.cover.medium.jpg,10891,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1esh9wtmrrha229m93pv355328f8zzsg0qqfsfm5pwgk8pwdaxk6s0cl4w0
iscn://likecoin-chain/uvqhJEwq3SslfTNm7q-lwRuFNo-U0-HqyAKS0ROSF24,Alice Adams,,"""Tarkington, Booth, 1869-1946""",https://www.gutenberg.org/cache/epub/980/pg980.cover.medium.jpg,980,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1e8gcyvhpw9y7sn4yy97524tte95593f3pusuvanw9q2zyf2ctwxss38s2q
iscn://likecoin-chain/r1F2DVxWmC3NtrW0BBvG5v4T8-4zOyrYjGfHdzMzKFg,Alice's Adventures in Wonderland,,"""Carroll, Lewis, 1832-1898""",https://www.gutenberg.org/cache/epub/23716/pg23716.cover.medium.jpg,23716,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft10p0gx4qgvnkl6nezk48k3h8jp78yfldherh7j5hjvr2075zrcr9sn6ndqf
iscn://likecoin-chain/bVubyAG5cVSTeILErmPbCxYAaMWPcJoj8aQxlh4vINA,Alice Sit-By-The-Fire,,"""Barrie, J. M. (James Matthew), 1860-1937""",https://www.gutenberg.org/cache/epub/6965/pg6965.cover.medium.jpg,6965,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1396sm0yuwwa43nwa3a7w5syhqp63u98vx0jjrvmx88sdlx9zy34q4tc3ja
iscn://likecoin-chain/BySUSnYUTecueAQQ_uuxmh7q_Vl1TRbBzlgYC0nZXzA,All Aboard: A Story for Girls,,"""Newberry, Fannie E. (Fannie Ellsworth), 1848-1942""",https://www.gutenberg.org/cache/epub/19001/pg19001.cover.medium.jpg,19001,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft10fqdpp45l2u5g6d3akhvjqa4jk5e0n7c5d99tza8drg0ahyj3u4s4340vq
iscn://likecoin-chain/Zn46dQglGiw7P54Pn46K_P9VrLplrRoAJSiWssLRaGs,"All Aboard; or, Life on the Lake A Sequel to ""The Boat Club",,"""Optic, Oliver, 1822-1897""",https://www.gutenberg.org/cache/epub/15002/pg15002.cover.medium.jpg,15002,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1amjm7ar8tsxq7k4f82uuzzt5ep44vv4q8pw4x4yfq3ex8h0dkxeqh25q7n
iscn://likecoin-chain/w_3V_4QNnJjo6uRC4dvkHjfqoU-dIvjhVGhL7pL60Sw,All in It : K(1) Carries On,,"""Hay, Ian, 1876-1952""",https://www.gutenberg.org/cache/epub/12302/pg12302.cover.medium.jpg,12302,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1xz3vpn0vzvn32jzdusksd98mvcvmw8lzmzk6w4xn90wf0jgn5uqs26nar9
iscn://likecoin-chain/FuuxPYp0Kg4mHF7prX6FVrYkqPg-NYQ1sKrnympCpBE,All's Well That Ends Well,,"""Shakespeare, William, 1564-1616""",https://www.gutenberg.org/cache/epub/2246/pg2246.cover.medium.jpg,2246,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1342ypm2pmhe2luun3dgcjlge2e0r40ekkep8lwfheuq3wgjqzxgsc6xvp4
iscn://likecoin-chain/PR_AWWxJfMBzR--O4aQHij6D__CFBcik9cIAE6Yp124,"All-Wool Morrison Time -- Today, Place -- the United States, Period of Action -- Twenty-four Hours",,"""Day, Holman, 1865-1935""",https://www.gutenberg.org/cache/epub/7931/pg7931.cover.medium.jpg,7931,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1xgpxrucmrkwar2pha60k64qpp49egz6m5wt0ckjg4xnsnv0nz33s5aacj7
iscn://likecoin-chain/oEAj6okpO2tJkO7aMHdWrrFfvG41ryhlJFCHSVwXPIQ,Allan and the Holy Flower,,"""Haggard, H. Rider (Henry Rider), 1856-1925""",https://www.gutenberg.org/cache/epub/5174/pg5174.cover.medium.jpg,5174,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1yk2y6tha072flzeacp8wgucyrm923me4n36d4lje6xgjz85e73yqc8w0wl
iscn://likecoin-chain/yDQIwn4eimNc784-qkinmV-qrLZ-U4Lvizf6JF_FsTM,Allan's Wife,,"""Haggard, H. Rider (Henry Rider), 1856-1925""",https://www.gutenberg.org/cache/epub/2727/pg2727.cover.medium.jpg,2727,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1hpm0he6ysua29qafqmd97apeg0uaqx0qr79kl298d0tuswm3n80qnc9ekn
iscn://likecoin-chain/aiV-agnbbJjIRx1jlncI14RlL0mUH7LJgng8S_-rbIY,Alone in London,,"""Stretton, Hesba, 1832-1911""",https://www.gutenberg.org/cache/epub/61455/pg61455.cover.medium.jpg,61455,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft18497rztegqpn7dwew78n6z9nqr6w9x022pskvl0e4sss6vmqfn5s36ys3z
iscn://likecoin-chain/OlX6k7nXfpG2gyEE4BInhc2NdaIFwMoKr9tGIExFAs4,also sprach zarathustra english by nietz,,"""Nietzsche, Friedrich Wilhelm, 1844-1900""",https://www.gutenberg.org/cache/epub/7205/pg7205.cover.medium.jpg,7205,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1mcyskr8ldak73mwxmhnl362k8d8ya0ns2rxg4wl6tarfjdf7pwpqfpl6vl
iscn://likecoin-chain/LL_fcwJTxrY1EiPom2dqV40vyGLQquAzsfosLyXWAgE,Alton of Somasco A Romance of the Great Northwest,,"""Bindloss, Harold, 1866-1945""",https://www.gutenberg.org/cache/epub/14261/pg14261.cover.medium.jpg,14261,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1r5uula4pzmxr9x2zhlu2ge2422pwazd9p55luxw6wpwwqt6ffqrskrml90
iscn://likecoin-chain/fKfm2zp0ntXNU9H3qQSQj38bBAsupoZG02_M4ICMS_g,Amabel Channice,,"""Sedgwick, Anne Douglas, 1873-1935""",https://www.gutenberg.org/cache/epub/28631/pg28631.cover.medium.jpg,28631,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft15nd6jg8dwmsugavsfkk9um2g5aa280a8kxjgxywgg8jpyacak20qz7e06k
iscn://likecoin-chain/_I2HLBGBWMN8MMYMyjg8YTXFOoe6JXSJf02O_BcG2ok,Amarilly of Clothes-line Alley,,"""Maniates, Belle Kanaris""",https://www.gutenberg.org/cache/epub/9988/pg9988.cover.medium.jpg,9988,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1sxvtp0m8lc07vmmk0l2wvp7j3sxpjee4qpt3mvagy52syutt50ms9fzfh7
iscn://likecoin-chain/lJgBPM9shcVh9TYmkY1-S1MaN-fWrfR3fL4ODIdLZJU/1,Amelia — Volume 1,,"""Fielding, Henry, 1707-1754""",https://www.gutenberg.org/cache/epub/6095/pg6095.cover.medium.jpg,6095,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1pcf8ddezqa8h8ca8aue35gxjwxdkrmm0rkm2w0ypdceyynz5r8csfrmxfq
iscn://likecoin-chain/rl1ZwkncFhgl6z648n9M822SmFFvLzeoqXZqILPdBL8,Amelia — Volume 3,,"""Fielding, Henry, 1707-1754""",https://www.gutenberg.org/cache/epub/6097/pg6097.cover.medium.jpg,6097,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1fd9v0adqpkv9w0g5zc6qnx59m4svgtd7yzyeze34mendh6m89ljq9l00fm
iscn://likecoin-chain/kombafuYIKuBmiwpkiMx8ABUjTYGc3-mPU9-arc7t8w,American Big Game in Its Haunts The Book of the Boone and Crockett Club,,"""Grinnell, George Bird, 1849-1938 [Editor]""",https://www.gutenberg.org/cache/epub/10445/pg10445.cover.medium.jpg,10445,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1a3z8v5dn4up5pn0th3f84jzz3qf4c8caumu2lq025w2x6qrz6shqmwz2a2
iscn://likecoin-chain/TQq_WyLWWwIArAprOHCwz2sVUH-SR2jabAs8j7psxZU,"American Eloquence, Volume 1 Studies In American Political History (1896)",,"""Johnston, Alexander, 1849-1889 [Editor]"",""Woodburn, James Albert, 1856-1943 [Editor]""",https://www.gutenberg.org/cache/epub/15391/pg15391.cover.medium.jpg,15391,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1jkeesr5gdh66u996p4j7pugkd7l8awnyxeen32ep7yhu58hkuy4qhvrfw2
iscn://likecoin-chain/RtazBZTM3_GpgVPSbfTJ4xiApCj5lD-Ibx9hjBSDqVE,"American Eloquence, Volume 2 Studies In American Political History (1896)",,"""Johnston, Alexander, 1849-1889 [Editor]"",""Woodburn, James Albert, 1856-1943 [Editor]""",https://www.gutenberg.org/cache/epub/15392/pg15392.cover.medium.jpg,15392,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1hw3dwg6pat7khj0z2nx5y0rnaueuucjekjdp5vjtnxc5keda0u3s3adlqg
iscn://likecoin-chain/0a-OjJdUSkfpruh7ZSH_Fohs6h5cN_C5oaR8f2hOksw,"American Eloquence, Volume 4 Studies In American Political History (1897)",,"""Johnston, Alexander, 1849-1889 [Editor]"",""Woodburn, James Albert, 1856-1943 [Editor]""",https://www.gutenberg.org/cache/epub/15394/pg15394.cover.medium.jpg,15394,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1u4z5t9sznazym4xfjnp09kensx3hmmy9mhf6qhtr92dkr5324j2slcqre3
iscn://likecoin-chain/PHseXNqHyg9fJXjKIDLESHhzVoqQXYgnAG-2YW8ez1w,American Fairy Tales,,"""Baum, L. Frank (Lyman Frank), 1856-1919""",https://www.gutenberg.org/cache/epub/4357/pg4357.cover.medium.jpg,4357,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1mx5ypll4pj88f5pl2euyams24nexswma54d3xjlvyzqw9sjst2qscsd3g8
iscn://likecoin-chain/ZKShvSKeHVA42uQ2YRDOsB8W_Vbd2uHHeRlPlw2NA30,American Indian Fairy Tales,,"""Larned, W. T. (William Trowbridge)"",""Rae, John, 1882-1963 [Illustrator]""",https://www.gutenberg.org/cache/epub/45279/pg45279.cover.medium.jpg,45279,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft18q2x8fra2s5reet6g8mu73t8729wwy4v07fm3vnkjmejhxhhe45qf0jt43
iscn://likecoin-chain/6EmXVh27OMJ08VyRJ76m49OY3iWd0BwsDSnGr_6D1QI,American Indian Stories,,"""Zitkala-Sa, 1876-1938""",https://www.gutenberg.org/cache/epub/10376/pg10376.cover.medium.jpg,10376,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft19d8z29fdl79u885w8x7sav2qe360ttq3u66rvdfljzyxaavwpnasdz4gv7
iscn://likecoin-chain/T-iGVCLkjfh8YI3zPVNzslMys5vBXRtRCy9NSO354lo,"American Lutheranism Volume 2: The United Lutheran Church (General Synod, General Council, United Synod in the South)",,"""Bente, F. (Friedrich), 1858-1930""",https://www.gutenberg.org/cache/epub/24304/pg24304.cover.medium.jpg,24304,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1mea4lf4s5e2h4h8nazyjdvtvftdl7k02ualzxnla3j3sfrlmlzfschwlhe
iscn://likecoin-chain/7qX5MW8XTcrr5Azc6sU09TCbPDaQbKFs17vEOWHgoo4,"American Lutheranism Vindicated; or, Examination of the Lutheran Symbols, on Certain Disputed Topics Including a Reply to the Plea of Rev. W. J. Mann",,"""Stowe, Harriet Beecher, 1811-1896""",https://www.gutenberg.org/cache/epub/14061/pg14061.cover.medium.jpg,14061,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1p3039dakr45wufe8tlp58sj3zvnsn9vm5239hp0zlrrrhj2uc8pqzeyvac
iscn://likecoin-chain/SwTmfYl7XbBF8m8lC2r6QCGgmtLj7m9OWryMNFddZ2A,American Men of Action,,"""Stevenson, Burton Egbert, 1872-1962""",https://www.gutenberg.org/cache/epub/16508/pg16508.cover.medium.jpg,16508,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1pmm8c9muwph3cuhh3v6f25apsp34g0c6g9m66hqa58d8pkhflvlsz80gny
iscn://likecoin-chain/db7rRqHxojkOuGhw1IIo59G8LvJtLt2yDJdFGM2-GUA,American Men of Mind,,"""Stevenson, Burton Egbert, 1872-1962""",https://www.gutenberg.org/cache/epub/24200/pg24200.cover.medium.jpg,24200,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft13gqt8arn75hnpgwewve0nlyuda785atteqnshjcjzan0ewumsc9qwte3rs
iscn://likecoin-chain/4tScUCMhLfYgDiKjJtFi2rOk9LSj97Y50L0hUHtOk7o,American Sketches,,"""Whibley, Charles, 1859-1930""",https://www.gutenberg.org/cache/epub/25786/pg25786.cover.medium.jpg,25786,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1kp7zlf9pd4vmdk2cnmea9ave7spndkwwv40kza54ymwyats6m3xsgl9jjw
iscn://likecoin-chain/7FzQGLH7yNsao0JtHE3dsjhShqHSFSazZO7HuCEE5JM,"Âmona; The Child; And The Beast; And Others From ""The Strange Adventure Of James Shervinton and Other Stories"" - 1902",,"""Becke, Louis, 1855-1913""",https://www.gutenberg.org/cache/epub/24952/pg24952.cover.medium.jpg,24952,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft12d4n3mm0vdnr0mqy9mvzr9z4phnhpnny3c7gxv7wty0vvrsyl0rs86q40y
iscn://likecoin-chain/TSVja4cdRDfb-4uplZiPVJiJGbLwglJ7OIgHrxM3Aps,Among Malay Pirates : a Tale of Adventure and Peril,,"""Henty, G. A. (George Alfred), 1832-1902""",https://www.gutenberg.org/cache/epub/7346/pg7346.cover.medium.jpg,7346,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1t84h8f2xvrp4c472x4xtnerd30kw6xlclcw443skpph4leucxpaqxarqll
iscn://likecoin-chain/vq0hNvusddJoTsU37aLpMd3i-dKD08pg9RpKJnt_to8,Among My Books. Second Series,,"""Lowell, James Russell, 1819-1891""",https://www.gutenberg.org/cache/epub/8509/pg8509.cover.medium.jpg,8509,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1cf4u2jn4jsvg3j5thuqlyaflylc9u5f5qndz6072c203ycfhphascx8uhm
iscn://likecoin-chain/45pf9ZPAL9klYDnfWt9s5FfCzrcv-8uy139qQpIeq60,Among the Brigands,,"""De Mille, James, 1833-1880""",https://www.gutenberg.org/cache/epub/29297/pg29297.cover.medium.jpg,29297,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1xnma7csqep3dzp5shkj930crt7s3tk9rc9v3r78wnghf4650eckqtv3ekp
iscn://likecoin-chain/E3VLQZjwV-Kjz4uHeAn_Z9WWUEAoV2b9jY8bBrXEVag,"Among the Hills, and other poems Part 5 From Volume I of The Works of John Greenleaf Whittier",,"""Whittier, John Greenleaf, 1807-1892""",https://www.gutenberg.org/cache/epub/9564/pg9564.cover.medium.jpg,9564,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft18kr5gjtara46r6tu2ueg3ge20hxw7zg0kemuyqsw24t2rpj2z2hqvhqyr6
iscn://likecoin-chain/9HVrYfV7KbsXth63lIt0MdkzbzlZKjPFOf9MPXrP6mg,Among the Sioux A Story of the Twin Cities and the Two Dakotas,,"""Creswell, R. J. (Robert J.)""",https://www.gutenberg.org/cache/epub/21208/pg21208.cover.medium.jpg,21208,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1kggjkuytmkc6y0xymwlr6adlpqyhqeysnt3fxvq7kl0f4a7geyhqmudhg2
iscn://likecoin-chain/yVed3uKkz_a_tu0EFzLerO5WdrsHivtanv84b8tlzRY,Among the Tibetans,,"""Bird, Isabella L. (Isabella Lucy), 1831-1904"",""Whymper, Edward, 1840-1911 [Illustrator]""",https://www.gutenberg.org/cache/epub/41635/pg41635.cover.medium.jpg,41635,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1tn3nu75esk659uu350medujhmskez3504rc5eurtkpuzqy299zdskrx96m
iscn://likecoin-chain/vaVpIyVJ4uZJg3q69r9CnsAw4-LOi2pHj8WkKMvESVM,Amphitryon,,"""Molière, 1622-1673"",""Waller, A. R. (Alfred Rayney), 1867-1922 [Translator]""",https://www.gutenberg.org/cache/epub/2536/pg2536.cover.medium.jpg,2536,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft15hu7xmrqn4tf2qevhh8s5wx6m7mdnggcffmf5q09eldrkmqa6jaqawrpcq
iscn://likecoin-chain/lrFZEE9w1UB9Q_KParSvgkFNlEIkd_9Y23bWD6jPRm8,"An Account of Sa-Go-Ye-Wat-Ha, or Red Jacket, and His People, 1750-1830",,"""Hubbard, John Niles, 1815-1897""",https://www.gutenberg.org/cache/epub/7339/pg7339.cover.medium.jpg,7339,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1gsgykc6v2xgjxlh053fxsts0ttxyd5nchc89ff30xh4xwuatc9msss3n5e
iscn://likecoin-chain/-8GPFqyMCZXRmJbsV6XG3EwNW4PHUKfjxjYljd6tPlE,An Accursed Race,,"""Gaskell, Elizabeth Cleghorn, 1810-1865""",https://www.gutenberg.org/cache/epub/2531/pg2531.cover.medium.jpg,2531,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1sxcsxzxxlvnq30y2pk6mv3h8de9p26q6kz74c0dp68l0fdculx4st387la
iscn://likecoin-chain/GJZzX8NwgaHMy9b-H_iLvnAqzpwgOYU-PdjAby07Q1o,An Adventure with a Genius: Recollections of Joseph Pulitzer,,"""Ireland, Alleyne, 1871-1951""",https://www.gutenberg.org/cache/epub/5638/pg5638.cover.medium.jpg,5638,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1eascv6vxmq9xdj2r2s9mdv2p2rn3qyw4e9pm84vpp4xksrmxnhtqy8sxuj
iscn://likecoin-chain/BZDKixJvzO3-omzm4mGI-Hbrpc2FZxw1dwerXZ9VHMg,An Alabaster Box,,"""Freeman, Mary Eleanor Wilkins, 1852-1930"",""Kingsley, Florence Morse, 1859-1937"",""Mulford, Stockton, 1886-1960 [Illustrator]""",https://www.gutenberg.org/cache/epub/18140/pg18140.cover.medium.jpg,18140,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1qx5ehfc327xux346rxalan6nzxgzupevycs0jdgc308t6qg3ht0qkqn3jh
iscn://likecoin-chain/Kngs94Fcve51THGo5dBelus1u3TkzSsxI2XJByGxFsg,An Algonquin Maiden: A Romance of the Early Days of Upper Canada,,"""Adam, G. Mercer (Graeme Mercer), 1830-1912"",""Wetherald, A. Ethelwyn, 1857-1940""",https://www.gutenberg.org/cache/epub/8661/pg8661.cover.medium.jpg,8661,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft14szfkccva32zm80f30zgqkdfax32vkhwqagaavcx5d4pdldh42vss3rla5
iscn://likecoin-chain/SIk0rYEUj5m_RtrYqgy1czVQlridNhIos3OaSAa_9uM,An American Robinson Crusoe,,"""Allison, Samuel B. (Samuel Buell), 1861- [Adapter]"",""Defoe, Daniel, 1661?-1731""",https://www.gutenberg.org/cache/epub/7799/pg7799.cover.medium.jpg,7799,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft15acqt67t62tky2aff97gtjherd7yw6fk7hezk3vxmudce7z6wvmqau8h7d
iscn://likecoin-chain/qvBkQd7kT3IEoO-kYfbCfjDCrJAUmQY-hHpK_kwBips,An American Suffragette,,"""Stevens, Isaac Newton, 1858-1920""",https://www.gutenberg.org/cache/epub/22285/pg22285.cover.medium.jpg,22285,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1lxjq8q09qkqlesj7627sayqm6htjzcyhl6aftvlu5my8dkp7h9usg2lvwx
iscn://likecoin-chain/3H5w93mP5ghl8gqVDOIizwYrHngX2JcroLdWqerCCF4,An Artilleryman's Diary,,"""Jones, Jenkins Lloyd, 1843-1918""",https://www.gutenberg.org/cache/epub/33211/pg33211.cover.medium.jpg,33211,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft19vml3zhl59yn8d2d4tse2t0f09jtnyuq4q2qsv7pmmlrvyjr52sqdzfkpp
iscn://likecoin-chain/GMTrjqh481wU_vmobQcsuZ01VF9nEtgk5LpQT-M6RvY,"An Easter Disciple The Chronicle of Quintus, the Roman Knight",,"""Sanford, Arthur Benton""",https://www.gutenberg.org/cache/epub/12671/pg12671.cover.medium.jpg,12671,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1l78m6tcfjg22282azjj8sv5g9r23rwr6x0dufkg3d9t2k6v3z7sqcsgars
iscn://likecoin-chain/gMmLdh0BtbjkEnuOLRVwzzGRSHhQKI06CrhQzz1w28M,An Echo Of Antietam 1898,,"""Bellamy, Edward, 1850-1898""",https://www.gutenberg.org/cache/epub/22702/pg22702.cover.medium.jpg,22702,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft19wuhx2uluuw8an4r6hr42f0nqhlv4euk39reh5c0f9qkavn60y8qjcvten
iscn://likecoin-chain/STl06ZPJBr9o4EBgrHJYX4QspzdBbBtBKriwsOfhXaw,An English Garner: Critical Essays & Literary Fragments,,"""Collins, John Churton, 1848-1908 [Author of introduction, etc.]"",""Arber, Edward, 1836-1912 [Editor]"",""Seccombe, Thomas, 1866-1923 [Editor]""",https://www.gutenberg.org/cache/epub/10489/pg10489.cover.medium.jpg,10489,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1p9glwxj2rwpapz7776emxhwdwvqe026tuhvecqet773yjq0xj9squnyqxc
iscn://likecoin-chain/2AbLZ0Udsr24UPET36PCTzna8Dk6npLb7LdQulm212s,An Enquiry into an Origin of Honour; and the Usefulness of Christianity in War,,"""Mandeville, Bernard, 1670-1733""",https://www.gutenberg.org/cache/epub/7819/pg7819.cover.medium.jpg,7819,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1a7rah2fm4tctacg0n20893aj5alxg76az2wa0afg3kgq4ycpk9pqk7t9w3
iscn://likecoin-chain/6-hux3gWgwTOMSl8ci0zAr7A_z3BhcHwGkH-WTjGE1Q,An Epoch in History,,"""Eley, P. H. (Peter Harden), 1876-""",https://www.gutenberg.org/cache/epub/20996/pg20996.cover.medium.jpg,20996,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft19ce0y7yn2dh75596vacmh9te6yd43x99urh9lfa3lvurlaqrdstsw2c6lc
iscn://likecoin-chain/Z-5-l7VxOgJDJLZv_d9IFixQjW2Q471CZBnO4MhhrQ4,An Essay on Mediæval Economic Teaching,,"""O'Brien, George, 1892-1973""",https://www.gutenberg.org/cache/epub/13488/pg13488.cover.medium.jpg,13488,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1cjygglpgccxlzz9u6jz2z2xmqnjk3tf2mxxzwp0gjlrcs5cc40ysxzueav
iscn://likecoin-chain/y8eUjh51guQE_uW4VQkLbJHkapd34hyF6DpIs30HHOA,An essay on the American contribution and the democratic idea,,"""Churchill, Winston, 1871-1947""",https://www.gutenberg.org/cache/epub/5399/pg5399.cover.medium.jpg,5399,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1zq07h9uyzdfau3nyvw7twl0a9wwh0wnpfmkxhukup3w57kv59jescxc888
iscn://likecoin-chain/0JCLmRrgKSSMdwKhyjEOFFFLDnSIbatNUMm9lv7SRuk,"An Essay on the History of Civil Society, Eighth Edition",,"""Ferguson, Adam, 1723-1816""",https://www.gutenberg.org/cache/epub/8646/pg8646.cover.medium.jpg,8646,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1rfrs5rur8lyyslwx896wewk20ks0hxgmnjk0a9zwec7fyaqte5us72m87x
